Record ID,Intake Date,Intake Channel,311 SR Number,Business Category,Complaint Code,Business Unique ID,Business Name,Result Date,Result,Referred To,Contract Cancelled Amount,Refund Amount,Address Type,Building Nbr,Street1,Street2,Street3,Unit Type,Apt/Suite,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Census Block (2010),Census Tract (2010),Latitude,Longitude,Month,Total Compensation,Satisfaction
021735-2023-CMPL,2023-10-27,Email/Fax,,Home Improvement Contractor,Unknown,,SMA REMODELING AND HEATING,10/27/2023,Complaint Review Complete,,0.0,0.0,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,2023-10,0.0,0
021737-2023-CMPL,2023-10-27,Email/Fax,,Home Improvement Contractor,Unknown,BA-1529209-2022,"WENDEL HOME CENTER, INC.",10/27/2023,Complaint Review Complete,,0.0,0.0,Complete Address,49,E JERICHO TPKE,,,,,MINEOLA,NY,11501,Outside NYC,,,,,,,,,,2023-10,0.0,0
021738-2023-CMPL,2023-10-27,311,,Home Improvement Contractor,Unknown,BA-1521934-2022,SARDINA & SONS CONTRACTING CORP,10/27/2023,Complaint Review Complete,,0.0,0.0,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,2023-10,0.0,0
021739-2023-CMPL,2023-10-27,311,,Home Improvement Contractor,Unknown,BA-1446184-2022,MULTILINE CONTRACTING GROUP INC.,10/27/2023,Complaint Review Complete,,0.0,0.0,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,2023-10,0.0,0
021740-2023-CMPL,2023-10-27,311,,Home Improvement Contractor,Unknown,BA-1316797-2022,KELLY'S HEATING AND AIR CONDITIONING,10/27/2023,Complaint Review Complete,,0.0,0.0,Complete Address,43,RED CEDAR LN,,,,,STATEN ISLAND,NY,10309,Staten Island,503.0,51.0,5129244.0,5072670169.0,SI11,2013.0,226.0,40.53941433037917,-74.22211315051416,2023-10,0.0,0
021741-2023-CMPL,2023-10-27,311,,Home Improvement Contractor,Unknown,BA-1171736-2022,"FJ HOLDING CONTRACTOR, CORP",10/27/2023,Complaint Review Complete,,0.0,0.0,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,2023-10,0.0,0
021742-2023-CMPL,2023-10-27,311,,Home Improvement Contractor,Unknown,,REVOLVE REMODELING LLC,10/27/2023,Complaint Review Complete,,0.0,0.0,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,2023-10,0.0,0
021743-2023-CMPL,2023-10-27,311,311-16372565,General Vendor,Sidewalk Blocked,BA-1676503-2023,Standup Wireless,10/31/2023,Referred,NYC Department of Sanitation,0.0,0.0,Cross Street (Intersection),,BEACH 20 STREET,CENTRAL AVENUE,,,,Unknown,NY,11691,Queens,414.0,31.0,,,,,100802.0,40.60425884027504,-73.75285101018356,2023-10,0.0,0
021746-2023-CMPL,2023-10-27,Online,,Newsstand,Unknown,BA-1676504-2023,News Stand 96 street on Broadway,10/30/2023,Referred,NYS Department of Agriculture and Markets,0.0,0.0,Complete Address,2554,Broadway,,,,,New York,NY,10025,Manhattan,107.0,7.0,1033707.0,1012430042.0,MN12,7000.0,183.0,40.79445342173937,-73.9719200517746,2023-10,0.0,0
021750-2023-CMPL,2023-10-27,311,,Home Improvement Contractor,Unknown,BA-1216443-2022,FH BUILDERS INC,10/27/2023,Complaint Review Complete,,0.0,0.0,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,2023-10,0.0,0
021751-2023-CMPL,2023-10-27,Hardcopy,,Process Server Individual,Non-Delivery of Service - N02,BA-1676506-2023,Benjamin Lamb,10/27/2023,Referred,,0.0,0.0,Complete Address,901,N BROADWAY,,,,,WHITE PLAINS,NY,10603,Outside NYC,,,,,,,,,,2023-10,0.0,0
021752-2023-CMPL,2023-10-27,Email/Fax,,Home Improvement Contractor,Unknown,BA-994501-2022,ACKERMAN MANAGEMENT,10/27/2023,Complaint Review Complete,,0.0,0.0,Complete Address,10764,WATSON PL,,,,,JAMAICA,NY,11433,Queens,412.0,27.0,4218441.0,4102510039.0,QN01,1001.0,414.0,40.70135334314225,-73.78000533650899,2023-10,0.0,0
021753-2023-CMPL,2023-10-27,Email/Fax,,Home Improvement Contractor,Unknown,BA-971371-2022,ANT CONTRACTING INC.,10/27/2023,Complaint Review Complete,,0.0,0.0,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,2023-10,0.0,0
021754-2023-CMPL,2023-10-27,Online,,General Vendor,Other - Z01,,,10/27/2023,Referred,NYC Department of Sanitation,0.0,0.0,Complete Address,176,BROADWAY,,,,,NEW YORK,NY,10038,Manhattan,101.0,1.0,1001100.0,1000650017.0,MN25,1001.0,1502.0,40.70993194869072,-74.00986872294267,2023-10,0.0,0
021757-2023-CMPL,2023-10-27,311,311-16373108,Misc Non-Food Retail,Overcharge,BA-1676514-2023,Queen Nail Salon,11/30/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,16,BEDFORD PARK BLVD E,,,,,BRONX,NY,10468,Bronx,207.0,14.0,2017612.0,2033200011.0,BX28,2000.0,40701.0,40.87303392418112,-73.88896846594423,2023-10,0.0,0
021758-2023-CMPL,2023-10-27,311,311-16373184,Secondhand Dealer - Auto,Advertising/Misleading - A02,BA-1676516-2023,Victory Mitsubishi  pre-owned super center,10/30/2023,Insufficient Info Received,,0.0,0.0,Complete Address,4070,BOSTON RD,,,,,BRONX,NY,10475,Bronx,212.0,12.0,2101591.0,2052750006.0,BX13,1007.0,46202.0,40.885544990593246,-73.82894585166179,2023-10,0.0,0
021759-2023-CMPL,2023-10-27,311,311-16373234,Salons And Barbershop,Exchange/Refund/Return,BA-1676518-2023,jason hair studio,10/30/2023,Referred,Court System,0.0,0.0,Complete Address,3636,PRINCE ST,,,,,FLUSHING,NY,11354,Queens,407.0,20.0,4534920.0,4049707501.0,QN22,1014.0,869.0,40.76139881464303,-73.83289612422156,2023-10,0.0,0
021760-2023-CMPL,2023-10-27,311,311-16373295,Hardware-Retail,Overcharge,BA-1353248-2022,HOME DEPOT,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,12404,31ST AVE,,,,,FLUSHING,NY,11354,Queens,407.0,19.0,4438019.0,4043950002.0,QN23,1039.0,907.0,40.769492586320695,-73.84430577645315,2023-10,0.0,0
021761-2023-CMPL,2023-10-27,311,,Home Improvement Contractor,Unknown,BA-1190859-2022,DONG AND TANG INC.,10/27/2023,Complaint Review Complete,,0.0,0.0,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,2023-10,0.0,0
021764-2023-CMPL,2023-10-27,311,311-16373438,Drug Store Retail,Non-Delivery of Goods - N01,BA-1676525-2023,South Bronx Pharmacy,10/30/2023,Referred,NYS Department of Education: Office of Professional Discipline,0.0,0.0,Complete Address,1650,GRAND CONCOURSE,,,,,BRONX,NY,10457,Bronx,204.0,15.0,2007859.0,2028230001.0,BX41,1004.0,22703.0,40.843468518850855,-73.91183084685467,2023-10,0.0,0
021765-2023-CMPL,2023-10-27,311,311-16373451,Furniture Sales,Quality of Work - Q01,BA-1676527-2023,luxury home furniture,11/30/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,1380,CASTLE HILL AVE,,,,,BRONX,NY,10462,Bronx,210.0,18.0,2041395.0,2039630018.0,BX59,1003.0,20601.0,40.835362506254,-73.85199356507405,2023-10,0.0,0
021766-2023-CMPL,2023-10-27,Online,,Home Improvement Contractor,Quality of Work - Q01,BA-1676526-2023,"Sardar Restoration Corp - Best Masonry Company Bronx, Brick Pointing, Construction and Restoration Services NYC",10/30/2023,Referred,Court System,0.0,0.0,Complete Address,2770,FISH AVE,,,,,BRONX,NY,10469,Bronx,211.0,13.0,2054362.0,2045300034.0,BX31,2003.0,360.0,40.86612162344996,-73.84715269007368,2023-10,0.0,0
021767-2023-CMPL,2023-10-27,Online,,Home Improvement Contractor,Unknown,BA-1051658-2022,BIRCHWOOD INC,10/27/2023,Complaint Review Complete,,0.0,10000.0,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,2023-10,10000.0,0
021768-2023-CMPL,2023-10-27,Email/Fax,,Home Improvement Contractor,Unknown,BA-1419133-2022,"NATIONAL FLOORS DIRECT, INC.",10/27/2023,Complaint Review Complete,,0.0,3830.0,Complete Address,100,MESSINA DR,,,,H,BRAINTREE,MA,02184,Unknown,,,,,,,,,,2023-10,3830.0,0
021769-2023-CMPL,2023-10-27,311,311-16373654,Hotel/Motel,Exchange/Refund/Return,BA-1676529-2023,Nap York Central Park,12/01/2023,Advised to Sue - ATS,,0.0,0.0,Complete Address,940,8TH AVE,,,,,NEW YORK,NY,10019,Manhattan,105.0,6.0,1024888.0,1010270063.0,MN17,3001.0,137.0,40.76578141630868,-73.98354555585969,2023-10,0.0,0
021770-2023-CMPL,2023-10-27,311,311-16373875,Hotel/Motel,Billing Dispute - B02,BA-1676533-2023,The Mark Hotel,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,25,E 77TH ST,,,,,NEW YORK,NY,10075,Manhattan,108.0,4.0,1041821.0,1013920017.0,MN40,4002.0,142.0,40.77528466219823,-73.96373584335524,2023-10,0.0,0
021771-2023-CMPL,2023-10-27,311,311-16374048,Supermarket,Advertising/Misleading - A02,BA-1552342-2022,WESTERN BEEF,10/30/2023,Referred,Other,0.0,0.0,Complete Address,425,BAY ST,,,,,STATEN ISLAND,NY,10304,Staten Island,501.0,49.0,5013177.0,5004880053.0,SI37,2010.0,21.0,40.63179638694111,-74.07604719980883,2023-10,0.0,0
021773-2023-CMPL,2023-10-27,Online,,Furniture Sales,Defective Goods - D02; Exchange/Refund/Return,BA-1676659-2023,Alexandro Gallery Furniture Inc. IV,11/16/2023,Cash Amount - AMT,,0.0,1455.0,Complete Address,566,W 181ST ST,,,,,NEW YORK,NY,10033,Manhattan,112.0,10.0,1063636.0,1021530063.0,MN35,4002.0,269.0,40.849027097123866,-73.9330552477844,2023-10,1455.0,0
021774-2023-CMPL,2023-10-27,311,311-16374191,Misc Non-Food Retail,Refund or Return Policy Not Posted or Provided,BA-967777-2022,BOBBY'S DEPARTMENT STORE,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,1628,CHURCH AVE,,,,,BROOKLYN,NY,11226,Brooklyn,314.0,40.0,3255284.0,3050970005.0,BK42,1001.0,512.0,40.64884198682861,-73.96457575873221,2023-10,0.0,0
021775-2023-CMPL,2023-10-27,311,311-16374411,Misc Non-Food Retail,Cashless Business,BA-1676540-2023,pu,10/31/2023,Information Provided,,0.0,0.0,Complete Address,1153,GLENMORE AVE,,,,,BROOKLYN,NY,11208,Brooklyn,305.0,37.0,3094454.0,3042030043.0,BK83,2002.0,1188.0,40.67753233038022,-73.86632857530148,2023-10,0.0,0
021776-2023-CMPL,2023-10-27,311,311-16374556,Tow Truck Company,Billing Dispute - B02,BA-1676542-2023,Dragon tires and wheels,11/29/2023,Requested Information Not Provided,,0.0,0.0,Cross Street (Intersection),,114 STREET,NORTHERN BOULEVARD,,,,Unknown,NY,11369,Queens,403.0,21.0,,,,,373.0,40.75830599729054,-73.85560835923957,2023-10,0.0,0
021777-2023-CMPL,2023-10-27,311,311-16374597,Home Improvement Contractor,Contract Terms Misleading or Not Disclosed,BA-1676543-2023,Momentum Solar,11/30/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,45,FAIRCHILD AVE,,,,,PLAINVIEW,NY,11803,Unknown,,,,,,,,,,2023-10,0.0,0
021779-2023-CMPL,2023-10-27,311,311-16375308,Misc Non-Food Retail,Credit Card Limitations Not Posted,BA-1676545-2023,Lash Sweets and Tings Ice,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,810,BURKE AVE,,,,,BRONX,NY,10467,Bronx,212.0,12.0,2055675.0,2045720025.0,BX07,1001.0,340.0,40.87135912506624,-73.86293786618826,2023-10,0.0,0
021780-2023-CMPL,2023-10-27,311,311-16375373,Car Wash,Unlicensed,BA-1676546-2023,,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,440,W 163RD ST,,,,,NEW YORK,NY,10032,Manhattan,112.0,10.0,1087429.0,1021100015.0,MN36,2000.0,24301.0,40.83615472083216,-73.93853593053703,2023-10,0.0,0
021781-2023-CMPL,2023-10-27,311,311-16375427,Moving Company,Non-Delivery of Goods - N01,BA-1676547-2023,La Rosa Del Monte Moving Company,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,1133,TIFFANY ST,,,,,BRONX,NY,10459,Bronx,202.0,17.0,2005506.0,2027060082.0,BX33,2001.0,131.0,40.82672260252178,-73.89494268688932,2023-10,0.0,0
021782-2023-CMPL,2023-10-27,311,311-16375368,Misc Non-Food Retail,Non-Delivery of Goods - N01,BA-1676548-2023,USA Clean Center Corporation,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,7618,30TH AVE,,,,street level,EAST ELMHURST,NY,11370,Queens,403.0,25.0,4439602.0,4011240001.0,QN28,2004.0,30903.0,40.76065118207772,-73.89171511199737,2023-10,0.0,0
021783-2023-CMPL,2023-10-27,311,311-16375496,Misc Non-Food Retail,Non-Delivery of Goods - N01,BA-1676549-2023,"ELMHURST HOUSE, INC.",10/30/2023,Insufficient Info Received,,0.0,0.0,Complete Address,8811,ELMHURST AVE,,,,,ELMHURST,NY,11373,Queens,404.0,25.0,4037357.0,4015130028.0,QN29,2001.0,271.0,40.74587320491615,-73.87775088652562,2023-10,0.0,0
021784-2023-CMPL,2023-10-27,311,311-16375531,Misc Non-Food Retail,Non-Delivery of Goods - N01,BA-1676550-2023,"Alexander Wolf & Company, Inc.",10/31/2023,Referred,NYS Department of State,0.0,0.0,Complete Address,8811,ELMHURST AVE,,,,,ELMHURST,NY,11373,Queens,404.0,25.0,4037357.0,4015130028.0,QN29,2001.0,271.0,40.74587320491615,-73.87775088652562,2023-10,0.0,0
021785-2023-CMPL,2023-10-27,311,311-16375548,Misc Non-Food Retail,Non-Delivery of Goods - N01,BA-1676551-2023,All Area Realty Services Inc,10/30/2023,Referred,NYS Office of the Attorney General,0.0,0.0,Complete Address,3444,82ND ST,,,,,JACKSON HEIGHTS,NY,11372,Queens,403.0,25.0,4029201.0,4012687501.0,QN28,2001.0,283.0,40.75280555353306,-73.88487738787768,2023-10,0.0,0
021786-2023-CMPL,2023-10-27,311,311-16375611,Home Improvement Contractor,Non-Delivery of Goods - N01,BA-1661612-2023,ADH Group,10/30/2023,Insufficient Info Received,,0.0,0.0,Complete Address,9502,NORTHERN BLVD,,,,,JACKSON HEIGHTS,NY,11372,Queens,403.0,21.0,4042343.0,4017100007.0,QN26,1001.0,375.0,40.75685800211021,-73.87296253173399,2023-10,0.0,0
021787-2023-CMPL,2023-10-27,311,311-16375693,Employment Agency,Non-Delivery of Goods - N01,BA-1676552-2023,"Insight Global, LLC",10/30/2023,Referred,US Department of Labor,0.0,0.0,Complete Address,,250 PARK AVENUE,,,,Suite 1100,NEW YORK,NY,10177,Manhattan,,,,,,,,,,2023-10,0.0,0
021789-2023-CMPL,2023-10-28,311,311-16375842,Misc Non-Food Retail,Non-Delivery of Goods - N01,BA-1676554-2023,Citibank,10/30/2023,Referred,NYS Department of Financial Services,0.0,0.0,Complete Address,8019,ROOSEVELT AVE,,,,,JACKSON HEIGHTS,NY,11372,Queens,403.0,25.0,4029995.0,4012910038.0,QN28,5001.0,283.0,40.74747589849693,-73.88552900430253,2023-10,0.0,0
021790-2023-CMPL,2023-10-28,311,311-16375881,Misc Non-Food Retail,Non-Delivery of Goods - N01,BA-1676555-2023,Citi,10/30/2023,Referred,Other,0.0,0.0,Complete Address,5131,NORTHERN BLVD,,,,,WOODSIDE,NY,11377,Queens,401.0,25.0,4442021.0,4011530010.0,QN63,2009.0,295.0,40.75318322688353,-73.90808475182132,2023-10,0.0,0
021792-2023-CMPL,2023-10-28,Online,,Grocery-Retail,Defective Goods - D02; Unsanitary conditions,BA-1538797-2022,"TOTTENVILLE BAGELS, INC.",10/30/2023,Referred,NYC Department of Health & Mental Hygiene,0.0,0.0,Complete Address,6959,AMBOY RD,,,,,STATEN ISLAND,NY,10309,Staten Island,503.0,51.0,5107882.0,5080080042.0,SI11,3016.0,248.0,40.51658684868283,-74.23258604574998,2023-10,0.0,0
021793-2023-CMPL,2023-10-28,311,311-16376210,Restaurant,Overcharge,BA-1676557-2023,Liman Restaurant,10/30/2023,Insufficient Info Received,,0.0,0.0,Complete Address,825,SURF AVE,,,FL,2,BROOKLYN,NY,11224,Brooklyn,313.0,48.0,3425667.0,3072680213.0,BK23,2005.0,350.0,40.575347786834776,-73.97696178232873,2023-10,0.0,0
021794-2023-CMPL,2023-10-28,311,311-16376059,Garage & Parking Lot,Overcharge,BA-1676558-2023,Select garages,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,40,E 9TH ST,,,,,NEW YORK,NY,10003,Manhattan,102.0,2.0,1009091.0,1005607502.0,MN23,4000.0,59.0,40.73180791419398,-73.99347281410138,2023-10,0.0,0
021795-2023-CMPL,2023-10-28,311,311-16377828,Specialized Vending License - MFV,Cashless Business,BA-1671172-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,12/12/2023,Complaint Review Complete,,0.0,0.0,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3344163.0,3000270040.0,BK38,1010.0,21.0,40.70353110962287,-73.9895695882966,2023-10,0.0,0
021796-2023-CMPL,2023-10-28,311,311-16377849,Specialized Vending License - MFV,Price Not Posted,BA-1669507-2023,NYC Soft Ice Cream Trucks owned by Eddie Cumart,12/12/2023,Complaint Review Complete,,0.0,0.0,Complete Address,90,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3388734.0,3000457501.0,BK38,1008.0,21.0,40.701763490800325,-73.98968166782515,2023-10,0.0,0
021797-2023-CMPL,2023-10-28,311,311-16377904,Gas Station-Retail,Inaccurate Device,BA-1676559-2023,Conoco,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,6520,COOPER AVE,,,,,GLENDALE,NY,11385,Queens,405.0,30.0,4090928.0,4037220009.0,QN19,1000.0,567.0,40.69870723819822,-73.88856997638295,2023-10,0.0,0
021799-2023-CMPL,2023-10-28,Online,,Unknown,Unknown,BA-1676561-2023,Sheriff Street Restaurant & Lounge,11/02/2023,Insufficient Info Received,,0.0,0.0,Complete Address,12009,LIBERTY AVE,,,,,SOUTH RICHMOND HILL,NY,11419,Queens,410.0,29.0,4203775.0,4095580038.0,QN55,3004.0,15802.0,40.68677012225906,-73.82282120034354,2023-10,0.0,0
021801-2023-CMPL,2023-10-28,Online,,Home Improvement Contractor,Outstanding Judgement - J01,BA-1513180-2022,TRITON ATLANTIC SERVICES LLC,12/15/2023,Referred to Hearing - RTH,,0.0,0.0,Complete Address,15458,25TH AVE,,,,,FLUSHING,NY,11357,Queens,407.0,19.0,4109646.0,4048470031.0,QN51,1006.0,1059.0,40.77519300030135,-73.80767804960178,2023-10,0.0,0
021802-2023-CMPL,2023-10-28,Online,,Grocery-Retail,Unknown,BA-1676564-2023,"Stella McCartney America, Inc.",11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,210,11TH AVE,,,RM,1102,NEW YORK,NY,10001,Manhattan,104.0,3.0,1012378.0,1006960065.0,MN13,1037.0,99.0,40.749860156314405,-74.00629075067376,2023-10,0.0,0
021803-2023-CMPL,2023-10-28,311,311-16381540,Misc Non-Food Retail,Unlicensed,BA-1676565-2023,Questionable Co-Op,10/30/2023,Referred,NYC Police Department,0.0,0.0,Cross Street (Intersection),,COLUMBUS AVENUE,WEST 105 STREET,,,,Unknown,NY,10025,Manhattan,107.0,7.0,,,,,189.0,40.79856262042217,-73.9633547595241,2023-10,0.0,0
021804-2023-CMPL,2023-10-28,311,311-16381490,Misc Non-Food Retail,Non-Delivery of Goods - N01,BA-1676566-2023,UPS,10/30/2023,Referred,Other,0.0,0.0,Complete Address,675,AVENUE OF THE AMERICAS,,,,,NEW YORK,NY,10010,Manhattan,104.0,3.0,1014774.0,1007970037.0,MN13,1000.0,87.0,40.74171922805479,-73.99367753959561,2023-10,0.0,0
021805-2023-CMPL,2023-10-28,Online,,Electronics Store,Defective Goods - D02; Exchange/Refund/Return,BA-1676567-2023,Metro By T-Mobile,12/20/2023,Advised to Sue - ATS,,0.0,0.0,Complete Address,702,SAINT NICHOLAS AVE,,,,,NEW YORK,NY,10031,Manhattan,109.0,9.0,1061124.0,1020530001.0,MN04,1001.0,231.0,40.82432529951809,-73.94453391460017,2023-10,0.0,0
021806-2023-CMPL,2023-10-28,311,311-16381712,Restaurant,Cashless Business,BA-1676568-2023,Sellini Coffee,12/12/2023,Complaint Review Complete,,0.0,0.0,Complete Address,174,7th Ave S,,,,,New York,NY,10014,Manhattan,102.0,3.0,1010941.0,1006130068.0,MN23,4001.0,71.0,40.73591424136559,-74.00149387589421,2023-10,0.0,0
021807-2023-CMPL,2023-10-28,311,311-16381714,Mailorder Misc - 319,Non-Delivery of Goods - N01,BA-1676813-2023,New York Times,11/30/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,8131,BAXTER AVE,,,APT,2F,ELMHURST,NY,11373,Queens,404.0,25.0,4036884.0,4014920032.0,QN29,1002.0,26901.0,40.74597820044961,-73.88372349670446,2023-10,0.0,0
021809-2023-CMPL,2023-10-28,311,311-16382341,Tow Truck Company,Billing Dispute - B02,BA-1676571-2023,Nights Collision,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,2000,EASTERN PKWY,,,,,BROOKLYN,NY,11233,Brooklyn,316.0,37.0,3041998.0,3015400072.0,BK79,2000.0,367.0,40.679572569700056,-73.90605905241168,2023-10,0.0,0
021810-2023-CMPL,2023-10-28,311,311-16382441,Auto Rental,Non-Delivery of Goods - N01,BA-1289769-2022,HERTZ,11/30/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,906,UNION ST,,,,,BROOKLYN,NY,11215,Brooklyn,306.0,39.0,3024700.0,3010660024.0,BK37,1000.0,165.0,40.67294308814475,-73.97154942677598,2023-10,0.0,0
021811-2023-CMPL,2023-10-28,311,311-16382619,Misc Non-Food Retail,Overcharge,BA-1676573-2023,7/11,10/30/2023,Referred,NYS Department of Environmental Conservation,0.0,0.0,Complete Address,438,ATLANTIC AVE,,,,,STATEN ISLAND,NY,10305,Staten Island,502.0,50.0,5049885.0,5033710148.0,SI36,2004.0,70.0,40.58853155487024,-74.08578030919057,2023-10,0.0,0
021812-2023-CMPL,2023-10-28,311,311-16382811,Misc Non-Food Retail,Price Gouging,BA-1676574-2023,Kings Theathre,10/30/2023,Insufficient Info Received,,0.0,0.0,Complete Address,1027,FLATBUSH AVE,,,,,BROOKLYN,NY,11226,Brooklyn,314.0,40.0,3117845.0,3051320018.0,BK95,3000.0,792.0,40.64600443550152,-73.95806567967531,2023-10,0.0,0
021813-2023-CMPL,2023-10-28,311,311-16383054,Car Wash,Unlicensed,BA-1684622-2024,UNLICENSED CAR WASH CYPRESS AVE & MAIN RD,01/31/2024,Information Provided,,0.0,0.0,Complete Address,8114,CYPRESS AVE,,,,,GLENDALE,NY,11385,Queens,405.0,32.0,4554411.0,4037250200.0,QN99,1008.0,561.0,,,2023-10,0.0,0
021814-2023-CMPL,2023-10-28,311,311-16383159,Misc Non-Food Retail,Overcharge,BA-1339013-2022,LA VAKANA GROCERY CORP,10/30/2023,Referred,Other,0.0,0.0,Complete Address,1157,WILLMOHR ST,,,,,BROOKLYN,NY,11212,Brooklyn,317.0,41.0,3101976.0,3046720034.0,BK96,2000.0,890.0,40.65816273743937,-73.91597910486166,2023-10,0.0,0
021816-2023-CMPL,2023-10-28,311,311-16383684,Stoop Line Stand,Sidewalk Blocked,BA-1676577-2023,"NEO MOBILE, INC.",10/31/2023,Referred,NYC Department of Sanitation,0.0,0.0,Complete Address,9543,ROOSEVELT AVE,,,,,JACKSON HEIGHTS,NY,11372,Queens,403.0,21.0,4036678.0,4014840054.0,QN28,4000.0,273.0,40.74908730388543,-73.87021998753026,2023-10,0.0,0
021817-2023-CMPL,2023-10-28,311,311-16383677,Electronic & Home Appliance Service Dealer,Unlicensed,BA-1676578-2023,No name,10/30/2023,Information Provided,,0.0,0.0,Complete Address,217,E 181ST ST,,,,,BRONX,NY,10457,Bronx,205.0,15.0,2013703.0,2031570001.0,BX41,2000.0,381.0,40.8544413085556,-73.90100796476274,2023-10,0.0,0
021818-2023-CMPL,2023-10-28,311,311-16383796,Tow Truck Company,Overcharge,BA-1676579-2023,5J AUTOMOTIVE,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,6202,BEACH CHANNEL DR,,,,,ARVERNE,NY,11692,Queens,414.0,31.0,4302404.0,4160150001.0,QN12,1019.0,964.0,40.59312586797372,-73.79161045724005,2023-10,0.0,0
021819-2023-CMPL,2023-10-28,311,311-16383803,Supermarket,Advertising/Misleading - A02,BA-1676580-2023,Farmers Market,10/31/2023,Insufficient Info Received,,0.0,0.0,Complete Address,4141,LACONIA AVE,,,,,BRONX,NY,10466,Bronx,212.0,12.0,2065208.0,2048770001.0,BX44,1002.0,424.0,40.88811990352875,-73.84681277799942,2023-10,0.0,0
021820-2023-CMPL,2023-10-28,311,311-16383928,Electronics Store,Billing Dispute - B02,BA-1585495-2023,APPLE INC.,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,2655,RICHMOND AVE,,,STE,P05,STATEN ISLAND,NY,10314,Staten Island,502.0,51.0,5039658.0,5024000180.0,SI24,2011.0,27702.0,40.58230457095598,-74.16905343328875,2023-10,0.0,0
021821-2023-CMPL,2023-10-28,311,311-16383971,Electronics Store,Damaged Goods - D01,BA-1676582-2023,compudoc,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,334,CARROLL ST,,,,,BROOKLYN,NY,11231,Brooklyn,306.0,39.0,3000000.0,3004510019.0,BK33,1001.0,77.0,40.67913302206926,-73.99161401741031,2023-10,0.0,0
021822-2023-CMPL,2023-10-28,311,311-16384844,Tow Truck Company,Unsolicited/Unauthorized Services,BA-1676583-2023,internation towing and recovery company,11/30/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,21225,99TH AVE,,,,,QUEENS VILLAGE,NY,11429,Queens,413.0,27.0,4448903.0,4110830151.0,QN34,2000.0,540.0,40.7142751170438,-73.74635044702158,2023-10,0.0,0
021824-2023-CMPL,2023-10-28,311,311-16385567,Supermarket,Overcharge,BA-1676586-2023,Mong Kok,11/29/2023,Requested Information Not Provided,,0.0,0.0,Complete Address,1815,86TH ST,,,,,BROOKLYN,NY,11214,Brooklyn,311.0,38.0,3165787.0,3063440069.0,BK28,2000.0,278.0,40.60706623381448,-74.00231211915258,2023-10,0.0,0
021825-2023-CMPL,2023-10-28,Online,,Unknown,Unknown,BA-1676587-2023,97 West End Ave,11/02/2023,Insufficient Info Received,,0.0,0.0,Complete Address,97,W END AVE,,,,,BROOKLYN,NY,11235,Brooklyn,315.0,48.0,3245803.0,3087260049.0,BK17,1004.0,612.0,40.579556657492,-73.95338426707393,2023-10,0.0,0
021826-2023-CMPL,2023-10-28,311,311-16385715,Salons And Barbershop,Overcharge,BA-1676588-2023,genius beauty bar,10/31/2023,Referred,NYS Department of State,0.0,0.0,Complete Address,12709,MERRICK BLVD,,,,,JAMAICA,NY,11434,Queens,412.0,27.0,4269971.0,4124880001.0,QN08,2007.0,366.0,40.68152078702259,-73.76533522868475,2023-10,0.0,0
